,STUDENT_NUM,STUDY_PROGRAM,MAIN_STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,DATE_WITHRAWAL_PRE-REGIS,WITHDRAWAL_REASON,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,DATE_ENROLLMENT_REQUEST,LOTTERY_FORM,DECENTRALIZED_RESULT_SELECTION,DECENTRALIZED_SELECTION_FOLLOWUP,LOTTERY_RESULT,LOTTERY_STATUS,DATE_REQUEST_STOP,FINANCING,DATE_FIRST_ENROL_REQUEST,STUDY_CHECK_PARTICIPATION,DATE_STUDY_CHECK,STUDY_CHECK_RESULT,STUDY_CHECK_ADMISSION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,EXAM_GRADE,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_SCHOOL_NAME,PRIOR_FINAL_EXAM_DATE,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_EXTENSION_CODE,PRIOR_SPECIALITY,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT
10,1699140,BJDE,BJDE,2017,2017-09-01 00:00:00.0000000,2017-12-20 00:00:00.0000000,S,D,V,4,2017-08-10 12:17:45.0000000,,PROP_EXAM,34092,2017-08-14 00:00:00.0000000,2017-07-29 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
11,1699140,BJDE,BJDE,2017,2017-09-01 00:00:00.0000000,2017-12-20 00:00:00.0000000,S,D,V,4,2017-08-10 12:17:45.0000000,,PROP_EXAM,34092,2017-08-14 00:00:00.0000000,2017-07-29 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
12,1699140,BJDE,BJDE,2017,2017-12-21 00:00:00.0000000,2018-08-31 00:00:00.0000000,S,B,V,4,2018-02-08 10:05:39.0000000,,,34092,2017-08-14 00:00:00.0000000,2018-02-08 10:05:39.0000000,,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
13,1699140,BJDE,BJDE,2017,2017-12-21 00:00:00.0000000,2018-08-31 00:00:00.0000000,S,B,V,4,2018-02-08 10:05:39.0000000,,,34092,2017-08-14 00:00:00.0000000,2018-02-08 10:05:39.0000000,,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
14,1699140,BJDE,BJDE,2017,2017-12-21 00:00:00.0000000,2018-08-31 00:00:00.0000000,S,B,V,4,2018-02-08 10:05:39.0000000,,,34092,2017-08-14 00:00:00.0000000,2018-02-08 10:05:39.0000000,,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
15,1699140,BJDE,BJDE,2017,2017-12-21 00:00:00.0000000,2018-08-31 00:00:00.0000000,S,B,V,4,2018-02-08 10:05:39.0000000,,,34092,2017-08-14 00:00:00.0000000,2018-02-08 10:05:39.0000000,,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
16,1699140,BJDE,BJDE,2017,2017-12-21 00:00:00.0000000,2018-08-31 00:00:00.0000000,S,B,V,4,2018-02-08 10:05:39.0000000,,,34092,2017-08-14 00:00:00.0000000,2018-02-08 10:05:39.0000000,,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
17,1699140,BJDE,BJDE,2017,2017-12-21 00:00:00.0000000,2018-08-31 00:00:00.0000000,S,B,V,4,2018-02-08 10:05:39.0000000,,,34092,2017-08-14 00:00:00.0000000,2018-02-08 10:05:39.0000000,,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
18,1699140,BJDE,BJDE,2018,2018-09-01 00:00:00.0000000,2019-08-31 00:00:00.0000000,S,B,V,4,2018-08-20 14:08:44.0000000,,,34092,2018-08-23 00:00:00.0000000,2018-08-05 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
19,1699140,BJDE,BJDE,2018,2018-09-01 00:00:00.0000000,2019-08-31 00:00:00.0000000,S,B,V,4,2018-08-20 14:08:44.0000000,,,34092,2018-08-23 00:00:00.0000000,2018-08-05 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
20,1699140,BJDE,BJDE,2018,2018-09-01 00:00:00.0000000,2019-08-31 00:00:00.0000000,S,B,V,4,2018-08-20 14:08:44.0000000,,,34092,2018-08-23 00:00:00.0000000,2018-08-05 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
21,1699140,BJDE,BJDE,2018,2018-09-01 00:00:00.0000000,2019-08-31 00:00:00.0000000,S,B,V,4,2018-08-20 14:08:44.0000000,,,34092,2018-08-23 00:00:00.0000000,2018-08-05 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
22,1699140,BJDE,BJDE,2018,2018-09-01 00:00:00.0000000,2019-08-31 00:00:00.0000000,S,B,V,4,2018-08-20 14:08:44.0000000,,,34092,2018-08-23 00:00:00.0000000,2018-08-05 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
23,1699140,BJDE,BJDE,2018,2018-09-01 00:00:00.0000000,2019-08-31 00:00:00.0000000,S,B,V,4,2018-08-20 14:08:44.0000000,,,34092,2018-08-23 00:00:00.0000000,2018-08-05 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
24,1699140,BJDE,BJDE,2019,2019-09-01 00:00:00.0000000,2020-08-31 00:00:00.0000000,S,B,V,4,2019-07-31 12:41:10.0000000,,,34092,2019-08-06 00:00:00.0000000,2019-06-10 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
25,1699140,BJDE,BJDE,2019,2019-09-01 00:00:00.0000000,2020-08-31 00:00:00.0000000,S,B,V,4,2019-07-31 12:41:10.0000000,,,34092,2019-08-06 00:00:00.0000000,2019-06-10 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
26,1699140,BJDE,BJDE,2019,2019-09-01 00:00:00.0000000,2020-08-31 00:00:00.0000000,S,B,V,4,2019-07-31 12:41:10.0000000,,,34092,2019-08-06 00:00:00.0000000,2019-06-10 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
27,1699140,BJDE,BJDE,2019,2019-09-01 00:00:00.0000000,2020-08-31 00:00:00.0000000,S,B,V,4,2019-07-31 12:41:10.0000000,,,34092,2019-08-06 00:00:00.0000000,2019-06-10 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
28,1699140,BJDE,BJDE,2019,2019-09-01 00:00:00.0000000,2020-08-31 00:00:00.0000000,S,B,V,4,2019-07-31 12:41:10.0000000,,,34092,2019-08-06 00:00:00.0000000,2019-06-10 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
29,1699140,BJDE,BJDE,2019,2019-09-01 00:00:00.0000000,2020-08-31 00:00:00.0000000,S,B,V,4,2019-07-31 12:41:10.0000000,,,34092,2019-08-06 00:00:00.0000000,2019-06-10 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
30,1699140,BJDE,BJDE,2020,2020-09-01 00:00:00.0000000,2021-08-31 00:00:00.0000000,S,B,V,4,2020-08-30 17:20:20.0000000,,,34092,2020-09-01 00:00:00.0000000,2020-08-27 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
31,1699140,BJDE,BJDE,2020,2020-09-01 00:00:00.0000000,2021-08-31 00:00:00.0000000,S,B,V,4,2020-08-30 17:20:20.0000000,,,34092,2020-09-01 00:00:00.0000000,2020-08-27 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
32,1699140,BJDE,BJDE,2020,2020-09-01 00:00:00.0000000,2021-08-31 00:00:00.0000000,S,B,V,4,2020-08-30 17:20:20.0000000,,,34092,2020-09-01 00:00:00.0000000,2020-08-27 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
33,1699140,BJDE,BJDE,2020,2020-09-01 00:00:00.0000000,2021-08-31 00:00:00.0000000,S,B,V,4,2020-08-30 17:20:20.0000000,,,34092,2020-09-01 00:00:00.0000000,2020-08-27 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
34,1699140,BJDE,BJDE,2020,2020-09-01 00:00:00.0000000,2021-08-31 00:00:00.0000000,S,B,V,4,2020-08-30 17:20:20.0000000,,,34092,2020-09-01 00:00:00.0000000,2020-08-27 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
35,1699140,BJDE,BJDE,2020,2020-09-01 00:00:00.0000000,2021-08-31 00:00:00.0000000,S,B,V,4,2020-08-30 17:20:20.0000000,,,34092,2020-09-01 00:00:00.0000000,2020-08-27 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
36,1699140,BJDE,BJDE,2021,2021-09-01 00:00:00.0000000,2022-08-31 00:00:00.0000000,S,B,V,4,2021-08-12 15:50:56.0000000,,,34092,2021-08-17 00:00:00.0000000,2021-08-12 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
37,1699140,BJDE,BJDE,2021,2021-09-01 00:00:00.0000000,2022-08-31 00:00:00.0000000,S,B,V,4,2021-08-12 15:50:56.0000000,,,34092,2021-08-17 00:00:00.0000000,2021-08-12 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
38,1699140,BJDE,BJDE,2021,2021-09-01 00:00:00.0000000,2022-08-31 00:00:00.0000000,S,B,V,4,2021-08-12 15:50:56.0000000,,,34092,2021-08-17 00:00:00.0000000,2021-08-12 00:00:00.0000000,N,,,,,,J,,NVT,,,,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
39,1699140,BJDE,BJDE,2021,2021-09-01 00:00:00.0000000,2022-08-31 00:00:00.0000000,S,B,V,4,2021-08-12 15:50:56.0000000,,,34092,2021-08-17 00:00:00.0000000,2021-08-12 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
40,1699140,BJDE,BJDE,2021,2021-09-01 00:00:00.0000000,2022-08-31 00:00:00.0000000,S,B,V,4,2021-08-12 15:50:56.0000000,,,34092,2021-08-17 00:00:00.0000000,2021-08-12 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
41,1699140,BJDE,BJDE,2021,2021-09-01 00:00:00.0000000,2022-08-31 00:00:00.0000000,S,B,V,4,2021-08-12 15:50:56.0000000,,,34092,2021-08-17 00:00:00.0000000,2021-08-12 00:00:00.0000000,N,,,,,,J,,NVT,,,,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
42,1699140,BJSCICM,BJDE,2016,2016-09-01 00:00:00.0000000,2017-08-31 00:00:00.0000000,S,D,V,0,2016-04-28 14:54:22.0000000,2016-06-02 00:00:00.0000000,,34430,,2016-04-28 00:00:00.0000000,N,,,,,,J,2016-03-01 00:00:00.0000000,J,2016-06-02 00:00:00.0000000,ND,NN,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
43,1699140,BJSCICM,BJDE,2016,2016-09-01 00:00:00.0000000,2017-08-31 00:00:00.0000000,S,D,V,0,2016-04-28 14:54:22.0000000,2016-06-02 00:00:00.0000000,,34430,,2016-04-28 00:00:00.0000000,N,,,,,,J,2016-03-01 00:00:00.0000000,J,2016-06-02 00:00:00.0000000,ND,NN,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
44,1699140,BJSCICM,BJDE,2016,2016-09-01 00:00:00.0000000,2017-08-31 00:00:00.0000000,S,D,V,0,2016-04-28 14:54:22.0000000,2016-06-02 00:00:00.0000000,,34430,,2016-04-28 00:00:00.0000000,N,,,,,,J,2016-03-01 00:00:00.0000000,J,2016-06-02 00:00:00.0000000,ND,NN,D,2016-09-01,JDE-DV-16,2017-12-20,---,N,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
45,1699140,BJSCICM,BJDE,2016,2016-09-01 00:00:00.0000000,2017-08-31 00:00:00.0000000,S,D,V,0,2016-04-28 14:54:22.0000000,2016-06-02 00:00:00.0000000,,34430,,2016-04-28 00:00:00.0000000,N,,,,,,J,2016-03-01 00:00:00.0000000,J,2016-06-02 00:00:00.0000000,ND,NN,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,379,Gereformeerde Scholengemeenschap Randstad Gymnasium Atheneum HAVO VMBO,2016-06-16,J,,,GD,2016-06-16,1999-10-08,V,NL,2016,HAVO,J
46,1699140,BJSCICM,BJDE,2016,2016-09-01 00:00:00.0000000,2017-08-31 00:00:00.0000000,S,D,V,0,2016-04-28 14:54:22.0000000,2016-06-02 00:00:00.0000000,,34430,,2016-04-28 00:00:00.0000000,N,,,,,,J,2016-03-01 00:00:00.0000000,J,2016-06-02 00:00:00.0000000,ND,NN,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,591,Hogeschool Utrecht,2022-02-01,J,34092.0,B Communication and Multimedia Design,GD,2022-02-01,1999-10-08,V,NL,2016,HBO,J
47,1699140,BJSCICM,BJDE,2016,2016-09-01 00:00:00.0000000,2017-08-31 00:00:00.0000000,S,D,V,0,2016-04-28 14:54:22.0000000,2016-06-02 00:00:00.0000000,,34430,,2016-04-28 00:00:00.0000000,N,,,,,,J,2016-03-01 00:00:00.0000000,J,2016-06-02 00:00:00.0000000,ND,NN,B,2017-09-01,JDE-BV-17,2022-02-01,---,J,N,611,Hogeschool Utrecht,2017-12-20,J,34092.0,B Communication and Multimedia Design,GD,2017-12-20,1999-10-08,V,NL,2016,HBO,J
48,1764427,BOPAPABOV,BOPAPABOV,2019,2019-09-01 00:00:00.0000000,2019-10-31 00:00:00.0000000,S,D,D,4,2019-06-17 07:54:45.0000000,,VB,34808,2019-09-03 00:00:00.0000000,2019-04-18 00:00:00.0000000,N,,,,,2019-10-09 00:00:00.0000000,J,2019-04-18 00:00:00.0000000,J,,,,D,2019-09-01,OTVP-DT-19,,,J,N,361,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,1988-06-10,J,,,DD,2019-05-10,1968-07-30,V,NL,2019,VWO,J
49,1764427,BOPAPABOV,BOPAPABOV,2019,2019-09-01 00:00:00.0000000,2019-10-31 00:00:00.0000000,S,D,D,4,2019-06-17 07:54:45.0000000,,VB,34808,2019-09-03 00:00:00.0000000,2019-04-18 00:00:00.0000000,N,,,,,2019-10-09 00:00:00.0000000,J,2019-04-18 00:00:00.0000000,J,,,,D,2019-09-01,OTVP-DT-19,,,J,N,591,Hogeschool Utrecht,,N,34808.0,B Opleiding tot leraar Basisonderwijs,GV,2019-06-17,1968-07-30,V,NL,2019,HBO,J
