STUDENT_NUM,STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,ESTABLISHMENT_LOCATION,REGISTRATION_STATUS,PRIOR_EDU_STATUS,LANGUAGE_TEST_RESULTS,UPPER_YEAR_STUDENT_REQUEST,DATE_ENROLLMENT_REQUEST,FINANCING,STUDY_CHECK_PARTICIPATION,FLEXIBLE_STUDY_PARTICIPATION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,FIRST_DEGREE_CLASSIFICATION,EXAM_REGISTRATION_DATE,DATE_EXAM_DETAILS_MODIFIED,EXAM_DETAILS_SENT_DUO,FROZEN_STUDENT_STATUS,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_FINAL_EXAM_DATE,SCHOOL_DESCRIPTION,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,PRIOR_EDUCATION_DESCRIPTION,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PREFERRED_EDUCATION,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT,PRIOR_EDUCATION_IBG,STUDENT_AGE,ENROLLMENT_WINDOW,PRIOR_EXAM_YEAR,EXAM_BEFORE_ENROLLMENT_STATUS,DROPOUT_RISK,YEAR
438479,BASW,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-11,34116.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-26,J,NVT,N,D,2020-09-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2024-05-31,25DW00,J,GD,2024-05-31,N,1999-09-15,V,NL,2020.0,N,HBO,J,591,22,5,2024,pending,1,2022
300463,BTICIC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-24,30020.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-23,J,NVT,N,D,2014-09-01,TICT-VINP-14,2015-10-13,passed,N,2016-01-19,2015-12-11,J,J,N,591,2019-06-12,25DW00,N,GV,2019-08-05,N,1993-08-17,M,NL,2014.0,N,HBO,J,591,29,1,2019,pending,0,2022
326948,BJDE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-06,34092.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-24,J,NVT,N,B,2020-09-01,JDE-BV-20,2023-10-25,passed,J,2023-11-02,2023-10-30,J,J,N,591,2019-06-12,07GR06,N,N,2013-03-21,N,1999-06-03,M,NL,2018.0,J,HBO,J,591,23,10,2019,pending,0,2022
284643,BAPE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-27,35158.0,2021-07-29,AMERSFOORT,I,S,N,N,2022-08-26,J,NVT,N,B,2015-09-01,OTRH-VT-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,372,2014-06-12,14RC00,J,GD,2014-06-12,J,1997-06-30,M,TUR,2014.0,N,HAVO,J,372,25,1,2014,pending,1,2022
261147,BOEVWIS2,2022,2022-09-01,2023-08-31,S,D,D,4.0,2022-06-28,35221.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-24,J,NVT,N,D,2014-09-01,TICT-VINP-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-12-31,M,NL,2014.0,J,HBO,J,591,27,10,2019,pending,1,2022
437896,BGHBZO,2022,2022-09-01,2023-08-31,S,D,V,4.0,2022-07-22,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2022-06-10,J,NVT,N,D,2020-09-01,GZO-PROP-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW16,N,N,2013-03-21,N,2000-03-25,V,SPA,2020.0,J,HBO,J,591,22,12,2019,done,1,2022
409894,BJJO,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-02,34686.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-02,J,NVT,N,B,2020-09-01,JJO-BV-20,2024-06-19,MG,J,2024-06-28,2024-06-24,J,J,N,372,2019-06-12,20ST00,J,GD,2019-06-12,J,2001-03-09,M,NL,2019.0,N,HAVO,J,372,21,9,2019,pending,0,2022
386351,BASJ,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-20,34641.0,2021-07-29,UTRECHT,I,S,N,N,2022-05-10,J,NVT,N,B,2021-09-01,ADR-SJDV-B-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2018-06-13,17CK00,J,GD,2018-06-13,J,2000-02-04,V,NL,2020.0,J,HAVO,J,371,22,16,2018,done,1,2022
438476,BTIBTB,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-06,34421.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-10,J,NVT,N,D,2020-09-01,TETB-VPROP-20,2021-06-28,passed,N,2021-07-21,2021-07-08,J,J,N,371,2020-06-04,02EB00,J,GD,2020-06-04,N,2002-06-28,M,NL,2020.0,J,HAVO,J,371,19,12,2020,pending,0,2022
326948,BJDE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-06,34092.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-24,J,NVT,N,B,2020-09-01,JDE-BV-20,2023-10-25,passed,J,2023-11-02,2023-10-30,J,J,N,SL 00591-04,2019-06-12,25DW00,N,N,2013-03-21,N,1999-06-03,M,NL,2018.0,N,HBO,J,591,23,10,2019,pending,0,2022
326948,BJDE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-06,34092.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-24,J,NVT,N,B,2020-09-01,JDE-BV-20,2023-10-25,passed,J,2023-11-02,2023-10-30,J,J,N,SL 00591-05,2023-10-25,25DW00,J,GD,2023-10-25,N,1999-06-03,M,NL,2018.0,N,HBO,J,591,23,10,2023,pending,0,2022
274166,BAPE,2022,2022-09-01,2022-11-30,S,B,V,4.0,2022-08-23,35158.0,2021-07-29,AMERSFOORT,U,S,N,N,2022-08-14,J,NVT,N,D,2013-09-01,GFY-PROP.V-13,2015-03-19,passed,N,2015-05-29,2015-04-08,J,J,N,741,2019-06-12,21PM00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,WO,J,741,28,3,2019,pending,0,2022
338658,BTICIC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-23,30020.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-21,J,NVT,N,D,2019-09-01,TICT-VPICT-19,2021-03-22,passed,N,2021-04-16,2021-04-01,J,J,N,174,2018-06-13,00PS08,J,GD,2018-06-13,N,1998-10-06,V,NL,2019.0,J,VWO,J,174,23,2,2018,done,0,2022
388100,BMFC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-24,35520.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-15,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2017-06-14,00MK00,J,GD,2013-03-21,J,1999-12-03,M,NL,2018.0,N,HAVO,J,372,22,7,2017,done,1,2022
436068,BAIV,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-12,39268.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-10,J,NVT,N,B,2021-09-01,AIV-BACHV-21,2024-06-28,passed,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2003-05-08,V,NL,2020.0,J,HBO,J,591,19,12,2019,done,0,2022
439135,BMFTA,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-01,35517.0,2021-07-29,UTRECHT,I,S,N,N,2022-05-28,J,NVT,N,D,2020-09-01,MEFT-DV-20,2021-06-25,passed,N,2021-07-26,2021-07-13,J,J,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2003-04-29,V,NL,2020.0,J,HBO,J,591,19,14,2019,done,0,2022
274166,BAPE,2022,2022-09-01,2022-11-30,S,B,V,4.0,2022-08-23,35158.0,2021-07-29,AMERSFOORT,U,S,N,N,2022-08-14,J,NVT,N,D,2013-09-01,GFY-PROP.V-13,2015-03-19,passed,N,2015-05-29,2015-04-08,J,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,28,3,2019,pending,0,2022
310198,BOTAENG2,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-21,35195.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-06,J,NVT,J,B,2016-09-01,OAENG-HFVT-16,2024-01-26,passed,J,2024-02-27,2024-02-08,J,J,N,611,2018-04-12,25DW00,J,GD,2018-04-12,N,1998-09-25,M,NL,2015.0,J,HBO,J,611,23,8,2018,pending,0,2022
390285,BTICIC,2022,2022-09-01,2023-08-31,S,D,L,4.0,2022-07-04,30020.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-04,J,NVT,N,D,2019-09-01,TICT-DUPSNCE-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2018-09-20,25RA00,J,GD,2018-09-20,J,1994-07-02,M,NL,2019.0,J,MBO,J,95321,28,8,2018,done,1,2022
388100,BMFC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-24,35520.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-15,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,611,2020-12-01,25DW00,J,GD,2013-03-21,N,1999-12-03,M,NL,2018.0,J,HBO,J,611,22,7,2020,pending,0,2022
338658,BTICIC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-23,30020.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-21,J,NVT,N,D,2019-09-01,TICT-VPICT-19,2021-03-22,passed,N,2021-04-16,2021-04-01,J,J,N,170,2018-07-05,00PS08,J,N,2013-03-21,N,1998-10-06,V,NL,2019.0,J,VWO,J,170,23,2,2018,done,0,2022
436068,BAIV,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-12,39268.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-10,J,NVT,N,B,2021-09-01,AIV-BACHV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2020-06-04,03XS00,J,GD,2020-06-04,N,2003-05-08,V,NL,2020.0,N,HAVO,J,373,19,12,2020,pending,1,2022
434214,BASW,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-28,34116.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-25,J,NVT,N,B,2021-09-01,ASW-BACHV-21,2024-07-08,passed,J,2015-05-29,2024-08-26,N,J,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2000-12-18,V,NL,2020.0,N,HBO,J,591,21,10,2019,done,0,2022
436154,BJCB,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-04,35516.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-19,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2021-07-26,N,2001-08-27,V,NL,2020.0,J,HBO,J,591,20,11,2019,done,1,2022
387663,BTICIC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-17,30020.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-06,J,NVT,N,B,2020-09-01,TICT-VBAOPIC-20,2023-06-23,CL,J,2023-07-05,2023-06-29,J,J,N,591,2023-06-23,25DW00,J,GD,2023-06-23,N,2001-03-10,M,NL,2018.0,N,HBO,J,591,21,8,2023,pending,0,2022
326948,BJDE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-06,34092.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-24,J,NVT,N,B,2020-09-01,JDE-BV-20,2023-10-25,passed,J,2023-11-02,2023-10-30,J,J,N,SL 00591-03,2019-06-12,25DW00,N,N,2013-03-21,N,1999-06-03,M,NL,2018.0,N,HBO,J,591,23,10,2019,pending,0,2022
393025,BMBDK,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-23,34035.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-24,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2015-05-29,2024-06-13,N,J,N,372,2018-06-13,17CK00,J,GD,2018-06-13,J,2000-04-01,M,NL,2018.0,J,HAVO,J,372,22,10,2018,pending,0,2022
413338,BJCB,2022,2022-09-01,2023-04-04,S,D,V,4.0,2022-07-25,35516.0,2021-07-29,UTRECHT,U,S,N,N,2022-05-10,J,NVT,N,D,2020-09-01,JCB-DV-20,2023-04-04,passed,N,2023-05-22,2023-05-01,J,J,N,SL 00801-1,2015-05-30,25DW00,J,N,2013-03-21,J,1996-10-17,V,CHI,2020.0,J,HBO,J,801,25,16,2015,done,0,2022
301838,BMBDK,2022,2022-09-01,2023-08-31,S,D,V,4.0,2022-08-31,34035.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-29,J,NVT,N,D,2018-09-01,MBDKU-DV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-02,2019-06-12,28DN00,N,GV,2017-09-05,N,1996-04-17,M,NL,2015.0,N,HBO,J,591,26,0,2019,pending,1,2022
434060,BGHBFA,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-17,34090.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-10,J,NVT,N,D,2020-09-01,GFA-PROP.VT-20,2022-01-11,passed,N,2022-02-04,2022-01-20,J,J,N,591,2019-06-12,25DW00,N,GV,2022-02-04,N,2001-07-21,V,NL,2020.0,J,HBO,J,591,20,12,2019,done,0,2022
442999,BJCB,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-22,35516.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-10,J,NVT,N,D,2020-09-01,JCB-DV-20,2021-06-27,passed,N,2021-09-13,2021-07-08,J,J,N,611,2021-06-27,25DW00,J,GD,2021-06-27,N,2001-03-11,V,DUI,2020.0,J,HBO,J,611,21,12,2021,pending,0,2022
437896,BGHBZO,2022,2022-09-01,2023-08-31,S,D,V,4.0,2022-07-22,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2022-06-10,J,NVT,N,D,2020-09-01,GZO-PROP-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,25145,2020-07-07,25PX00,J,GD,2020-07-07,J,2000-03-25,V,SPA,2020.0,J,MBO,J,25145,22,12,2020,pending,1,2022
284643,BAPE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-27,35158.0,2021-07-29,AMERSFOORT,I,S,N,N,2022-08-26,J,NVT,N,D,2014-09-01,OTRP-VT-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,611,2017-06-26,25DW16,J,GD,2017-06-26,N,1997-06-30,M,TUR,2014.0,J,HBO,J,611,25,1,2017,pending,1,2022
409337,BAIV,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-29,39268.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-04,J,NVT,N,HN,2021-09-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,179,2019-06-12,14SM03,J,GD,2019-06-12,N,2001-09-14,M,NL,2019.0,J,VWO,J,179,20,8,2019,pending,1,2022
310198,BOTAENG2,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-07-21,35195.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-06,J,NVT,J,B,2016-09-01,OAENG-HFVT-16,2024-01-26,passed,J,2024-02-27,2024-02-08,J,J,N,372,2015-06-11,17AN00,J,GD,2015-06-11,J,1998-09-25,M,NL,2015.0,J,HAVO,J,372,23,8,2015,pending,0,2022
421050,BARE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-14,39205.0,2021-07-29,UTRECHT,I,S,N,N,2022-05-10,J,NVT,N,B,2020-09-01,ADR-HBRV-B-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,5373,2018-06-29,25MA00,J,GD,2018-06-29,J,1999-11-27,V,NL,2019.0,N,HAVO,J,373,22,16,2018,done,1,2022
258433,BOTAENG2,2022,2022-09-01,2023-08-31,S,B,D,4.0,2022-08-24,35195.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-16,J,NVT,J,B,2013-09-01,OAENG-HFVT-13,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2012-06-14,14OY00,J,GD,2012-06-14,J,1994-06-15,V,NL,2013.0,N,HAVO,J,371,28,2,2012,done,1,2022
255477,BASW,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-09-19,34116.0,2021-07-29,UTRECHT,I,S,N,J,2022-08-24,J,J,N,D,2021-07-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2022-09-19,N,1988-05-04,V,NL,2011.0,N,HBO,J,591,34,1,2019,pending,1,2022
440985,BTLCCE,2022,2022-09-01,2023-06-19,S,D,V,4.0,2022-08-08,34275.0,2021-07-29,UTRECHT,U,S,N,N,2022-08-01,J,NVT,J,B,2021-09-01,TCHT-BACHV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2020-06-04,20EA00,J,GD,2020-06-04,N,2003-10-08,V,NL,2020.0,N,HAVO,J,371,18,4,2020,pending,1,2022
338658,BTICIC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-23,30020.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-21,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-04-03,passed,J,2015-05-29,2024-04-11,N,J,N,174,2018-06-13,00PS08,J,GD,2018-06-13,N,1998-10-06,V,NL,2019.0,J,VWO,J,174,23,2,2018,done,0,2022
438479,BASW,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-11,34116.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-26,J,NVT,N,B,2020-09-01,ASW-BACHV-20,2024-05-31,passed,J,2024-06-25,2024-06-06,J,J,N,373,2016-06-16,02ME02,J,GD,2016-06-16,N,1999-09-15,V,NL,2020.0,N,HAVO,J,373,22,5,2016,done,0,2022
336634,BOEVSCH2,2022,2022-09-01,2023-08-31,S,D,V,4.0,2022-08-21,35199.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-19,J,NVT,N,B,2020-09-01,OASCH-HFVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1998-08-12,M,NL,2016.0,N,HBO,J,591,24,2,2019,pending,1,2022
296084,BMFC,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-23,35520.0,2021-07-29,UTRECHT,I,S,N,N,2022-08-22,J,NVT,N,B,2015-09-01,MEBE-BV-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2014-08-07,N,1993-04-26,M,NL,2014.0,J,HBO,J,591,29,1,2019,pending,1,2022
274166,BAPE,2022,2022-09-01,2022-11-30,S,B,V,4.0,2022-08-23,35158.0,2021-07-29,AMERSFOORT,U,S,N,N,2022-08-14,J,NVT,N,D,2013-09-01,GFY-PROP.V-13,2015-03-19,passed,N,2015-05-29,2015-04-08,J,J,N,SL 00591-04,2019-06-12,25DW00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,28,3,2019,pending,0,2022
443723,BGHBHB,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-06-24,34560.0,2021-07-29,UTRECHT,I,S,N,N,2022-06-15,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2019-06-12,00CB01,J,GD,2019-06-12,N,2001-05-28,V,NL,2020.0,J,HAVO,J,372,21,11,2019,done,1,2022
339184,BAPE,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-22,35158.0,2021-07-29,AMERSFOORT,I,S,N,N,2022-07-27,J,NVT,N,D,2017-09-01,APE-PROPV-17,2018-06-18,passed,N,2018-11-14,2018-08-26,J,J,N,372,2016-06-16,06SU00,J,GD,2016-06-16,J,1998-07-06,V,NL,2017.0,N,HAVO,J,372,24,5,2016,done,0,2022
407420,BGHBFY,2022,2022-09-01,2023-08-31,S,D,V,4.0,2022-08-08,34570.0,2021-07-29,UTRECHT,I,S,N,N,2022-07-22,J,NVT,N,D,2021-09-01,GIBS-PROP.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,370,2020-08-28,30PK,J,GD,2020-08-28,J,1999-10-31,M,NL,2021.0,N,HAVO,J,370,22,6,2020,done,1,2022
328131,MOTAENG,2022,2022-09-01,2023-08-31,S,M,D,4.0,2022-07-19,45262.0,2021-07-29,UTRECHT,I,S,N,N,2022-03-29,J,NVT,N,D,2016-09-01,OABIO-PRVT-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1997-11-23,V,NL,2016.0,J,HBO,J,591,24,22,2019,pending,1,2022
329041,BACTMU,2022,2022-09-01,2023-08-31,S,B,V,4.0,2022-08-06,34644.0,2021-07-29,AMERSFOORT,I,S,N,N,2022-08-06,J,NVT,N,D,2018-09-01,ACTA-PROPV-18,2020-06-16,passed,N,2020-08-24,2020-06-29,J,J,N,373,2016-07-12,25DW00,J,DD,2018-08-16,J,1999-07-28,V,NL,2018.0,N,HAVO,J,373,23,4,2016,done,0,2022
